ASDFG, Station number,Site, Begin date,Day,Month,Year, Begin time, End date, End time, Time datum, Time datum reliability code, Agency Collecting Sample Code, Medium code, Taxonomic unit code, Body part code," Stream width, feet"," Temperature, water, degrees Celsius"," Temperature, air, degrees Celsius"," Temperature, air, degrees Fahrenheit"," Barometric pressure, millimeters of mercury"," Agency analyzing sample, code"," Cloud cover, percent"," Wind speed, miles per hour"," Weather, World Meteorological Organization (WMO) code"," Discharge, cubic feet per second"," Discharge, instantaneous, cubic feet per second"," Number of sampling points, count"," Gage height, feet"," Turbidity, water, unfiltered, Jackson Turbidity Units"," Color, water, filtered, platinum cobalt units"," Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius"," Hydrogen ion, water, unfiltered, calculated, milligrams per liter"," Dissolved oxygen, water, unfiltered, milligrams per liter"," Biochemical oxygen demand, water, unfiltered, 5 days at 20 degrees Celsius, milligrams per liter"," pH, water, unfiltered, field, standard units"," pH, water, unfiltered, laboratory, standard units"," Carbon dioxide, water, unfiltered, milligrams per liter"," Acid neutralizing capacity, water, unfiltered, fixed endpoint (pH 4.5) titration, field, milligrams per liter as calcium carbonate"," Acid neutralizing capacity, water, unfiltered, inflection"," Bicarbonate, water, unfiltered, fixed endpoint (pH 4.5) titration, field, milligrams per liter"," Carbonate, water, unfiltered, inflection"," Bicarbonate, water, unfiltered, inflection"," Organic nitrogen, water, unfiltered, milligrams per liter as nitrogen"," Ammonia (NH3 + NH4+), water, filtered, milligrams per liter as nitrogen"," Nitrite, water, filtered, milligrams per liter as nitrogen"," Nitrate, water, filtered, milligrams per liter as nitrogen"," Nitrate plus nitrite, water, filtered, milligrams per liter as nitrogen"," Orthophosphate, water, filtered, milligrams per liter as PO4"," Phosphorus, water, unfiltered, milligrams per liter as phosphorus"," Phosphorus, water, filtered, milligrams per liter as phosphorus"," Orthophosphate, water, filtered, milligrams per liter as phosphorus"," Organic carbon, water, unfiltered, milligrams per liter"," Hardness, water, milligrams per liter as calcium carbonate"," Calcium, water, filtered, milligrams per liter"," Magnesium, water, filtered, milligrams per liter"," Sodium, water, filtered, milligrams per liter"," Sodium adsorption ratio (SAR), water, number"," Sodium fraction of cations, water, percent in equivalents of major cations"," Potassium, water, filtered, milligrams per liter"," Chloride, water, filtered, milligrams per liter"," Sulfate, water, filtered, milligrams per liter"," Fluoride, water, filtered, milligrams per liter"," Silica, water, filtered, milligrams per liter as SiO2"," Arsenic, water, filtered, micrograms per liter"," Arsenic, water, unfiltered, micrograms per liter"," Barium, water, filtered, micrograms per liter"," Beryllium, water, filtered, micrograms per liter"," Boron, water, filtered, micrograms per liter"," Cadmium, water, filtered, micrograms per liter"," Cadmium, water, unfiltered, micrograms per liter"," Chromium, water, filtered, micrograms per liter"," Chromium, water, unfiltered, recoverable, micrograms per liter"," Cobalt, water, filtered, micrograms per liter"," Copper, water, filtered, micrograms per liter"," Copper, water, unfiltered, recoverable, micrograms per liter"," Iron, water, unfiltered, recoverable, micrograms per liter"," Iron, water, filtered, micrograms per liter"," Lead, water, filtered, micrograms per liter"," Lead, water, unfiltered, recoverable, micrograms per liter"," Manganese, water, unfiltered, recoverable, micrograms per liter"," Manganese, water, filtered, micrograms per liter"," Molybdenum, water, filtered, micrograms per liter"," Nickel, water, filtered, micrograms per liter"," Silver, water, filtered, micrograms per liter"," Strontium, water, filtered, micrograms per liter"," Strontium, water, unfiltered, recoverable, micrograms per liter"," Vanadium, water, filtered, micrograms per liter"," Zinc, water, filtered, micrograms per liter"," Zinc, water, unfiltered, recoverable, micrograms per liter"," Aluminum, water, unfiltered, recoverable, micrograms per liter"," Aluminum, water, filtered, micrograms per liter"," Selenium, water, filtered, micrograms per liter"," Oil and grease, severity, code"," Suds or foam, severity, code"," Floating garbage, severity, code"," Floating algae mats, severity, code"," Odor, atmospheric, severity, code"," Dead fish, severity, code"," Floating debris, severity, code"," Turbidity, severity, code"," Gage height, above datum, meters"," Discharge, cubic meters per second"," Discharge, instantaneous, cubic meters per second"," Total coliforms, M"," Fecal coliforms, M"," Transit rate, sampler, minimum, feet per second"," Transit rate, sampler, feet per second"," Transit rate, sampler, maximum, feet per second"," Site visit purpose, code", Total nitrogen [nitrate + nitrite + ammonia + organic," Turbidity, water, unfiltered, broad band light source (400"," Turbidity, water, unfiltered, monochrome near infra"," Dissolved solids dried at 180 degrees Celsius, water, filtered, milligrams per liter"," Dissolved solids, water, filtered, sum of constituents, milligrams per liter"," Dissolved solids, water, short tons per day"," Dissolved solids, water, filtered, short tons per acre"," Suspended sediment, sieve diameter, percent smaller than 0.0625 millimeters"," Ammonia (NH3 + NH4+), water, filtered, milligrams per liter as NH4"," Nitrate, water, filtered, milligrams per liter as nitrate"," Nitrite, water, filtered, milligrams per liter as nitrite"," Mercury, water, filtered, micrograms per liter"," Mercury, water, unfiltered, recoverable, micrograms per liter"," Sample purpose, code"," Sample location, distance downstream, feet"," Sample location, distance upstream, feet"," Sampler nozzle material, code"," Sampler nozzle diameter, code"," Suspended sediment concentration, milligrams per liter"," Suspended sediment discharge, short tons per day"," Velocity at point in stream, feet per second"," Sampling method, code"," Sampler type, code"," Sample splitter type, field, code"," Bottle or bag sampler material (construction), code"," Specific conductance, water, unfiltered, laboratory, microsiemens per centimeter at 25 degrees Celsius"," Acid neutralizing capacity, water, unfiltered, fixed endpoint (pH 4.5) titration, laboratory, milligrams per liter as calcium carbonate"," Suspended sediment, sediment mass recovered from whole water sample, dry weight, grams"," Suspended sediment, smaller than 0.063 mm sieve diameter, sediment mass recovered from whole water sample, dry weight, grams"," Suspended sediment, larger than 0.063 mm sieve diameter, sediment mass recovered from whole water sample, dry weight, grams"," Suspended sediment, between 0.063 and 4 mm sieve diameter, sediment mass analyzed for particle size fractions, dry weight, grams"," Type of replicate, code"," Type of quality assurance data associated with sample, code", Topical quality," Sulfuric acid NWIS lot number, 4.5 N (1:7), 1 mL, National Field Supply Service (NFSS) stock number Q438FLD"," Nitric acid NWIS lot number, 7.5"," Conductance standard NWIS lot number, 100 uS/cm KCl, National Field Supply Service (NFSS) stock number Q43FLD"," Conductance standard NWIS lot number, 500 uS/cm KCl, National Field Supply Service (NFSS) stock number Q45FLD"," Conductance standard NWIS lot number, 750 uS/cm KCl, National Field Supply Service (NFSS) stock number Q46FLD"," Conductance standard NWIS lot number, 1000 uS/cm KCl, National Field Supply Service (NFSS) stock number Q47FLD"," pH 10 Buffer solution, NWIS lot number, National Field Supply Service (NFSS) stock numbers Q122FLD, Q123FLD"," pH 4 Buffer solution, NWIS lot number, National Field Supply Service (NFSS) stock numbers Q124FLD, Q125FLD"," pH 7 Buffer solution, NWIS lot number, National Field Supply Service (NFSS) stock numbers Q126FLD, Q127FLD"," Lot number, first, inorganic"," NWIS lot number, capsule filter, 0.45 micron"," NWIS lot number, disk filter, 0.45 micron"," Julian date, in"," Turbidity, water, unfiltered, laboratory, Hach 2100AN, nephelometric turbidity units"
USGS,12340500,MS,7/10/1969,10,7,1969,13:00,,,MDT,T,USGS-WRD,WS,,,,17,29,,,,,,,7750,,,,18,16,,0.00001,9,0.1,8,,2.2,112,,,,,0.34,0.14,0,0.1,,,0.21,0.12,,,150,,,,,,1.9,1,,0.3,,4,,0,,10,M ,,,< 1,< 1,< 1,,40,40,M ,,40,,9,M ,< 1,270,,0.3,20,,100,,7,,,,,,,,,,219,,34,,,,,,,,,202,,4230,0.27,,0.18,0.2,0.01,,,,,,,,,,,,,,,325,,,,,,,,,,,,,,,,,,,,,,
USGS,12340500,MS,8/14/1969,14,8,1969,11:40,,,MDT,T,,WS,,,,18,,,,,,,,1140,,,,3,2,,,,1.8,,,,141,,,,,0.14,0,0,0.02,,,0.02,0.01,,10,180,,,,,,2.4,1.4,,0.3,,6,,0,,10,0,,,0,M ,M ,,,20,0,,40,,0,0,0,320,,0,0,,100,,1,,,,,,,,,,32,,4,,,,,,,,,258,,794,0.35,,0,0.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12340500,MS,9/18/1969,18,9,1969,13:45,,,MDT,T,,WS,,,,13,,,,,,,,1690,,,,8,2,425,0.00001,9.2,1.6,8.3,,1.9,194,,,,,0.16,0.06,0.01,0,,,0.33,0.02,,6,240,,,,,,2.8,3.2,,0.7,,2,,0,,20,0,,,0,M ,M ,,,20,0,,,,0,0,0,360,,0.8,0,,200,,4,,,,,,,,,,48,,,,,,,,,,,321,,1470,0.44,,0.077,0.1,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12340500,MS,10/16/1969,16,10,1969,19:30,,,MDT,T,,WS,,,,3,,,,,,,,1830,,,,15,3,490,0.00001,12.2,0.8,8.3,,1.4,144,,,,,0,0,0,0.1,,,0.07,0.02,,6,260,,,11,0.3,8,2.8,2.9,,0.7,,1,,0,,M ,0,,,0,0,M ,,,M ,0,,,20,0,0,0,360,,0,20,,,48,13,,,,,,,,,,52,,48,6,,,,,,,,374,,1850,0.51,,0,0.5,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12340500,MS,11/13/1969,13,11,1969,8:10,,,MST,T,,WS,,,,5,,,,,,,,1690,,,,3,1,440,0.00001,11,0.9,8.1,,2.1,136,,,,,0.14,0.01,0,0,,,0.24,0.18,,7,250,,,9.5,0.3,8,2.3,2.9,,,,3,,0,,M ,0,,,0,0,M ,,,20,0,,,40,6,M ,0,340,,1,20,,,34,8,,,,,,,,,,48,,18,7,,,,,,,,317,,1450,0.43,,0.013,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12340500,MS,12/18/1969,18,12,1969,17:30,,,MST,T,,WS,,,,1,,,,,,,,1450,,,,1,2,520,0.00001,11.8,0.8,7.9,,3.2,133,,,,,0.1,0,0,0.2,,,0.12,0.08,,2,280,,,,,,2.8,3.2,,0.5,,3,,0,,20,0,,,0,0,10,,,M ,0,,,30,9,M ,1,390,,0.5,20,,,79,7,,,,,,,,,,41,,14,2,,,,,,,,326,,1280,0.44,,0,0.9,0.03,,,,,,,,,,,,,,,551,,,,,,,,,,,,,,,,,,,,,,
USGS,12340500,MS,1/15/1970,15,1,1970,11:45,,,MST,T,,WS,,,,0,,,,,,,,1600,,,,2,2,515,0.00001,11.1,1.1,7.9,,3.1,128,,,,,0.47,0.01,0,0.3,,,0.04,0,,4,280,,,,,,2.5,3.4,,,,4,,0,,60,0,,,0,M ,M ,,,10,0,,,40,6,M ,0,320,,1,30,,,30,0,,,,,,,,,,45,,33,,,,,,,,,386,,1670,0.52,,0.013,1.3,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12340500,MS,2/11/1970,11,2,1970,12:30,,,MST,T,,WS,,,,1,,,,,,,,1180,,,,3,2,560,M ,12.5,1.4,8.4,,1,128,,,,,0.16,0.07,0,0.2,,,0.03,0.02,,2,290,,,,,,2.8,3.8,,0.4,,5,,< 1.0,,20,< 1,,,< 1,< 1,< 1,,,M ,< 1,,,110,12,M ,< 1,350,,0.6,40,,,93,M ,,,,,,,,,,33,,8,0,,,,,,,,398,,1270,0.54,,0.09,0.7,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12340500,MS,3/18/1970,18,3,1970,8:10,,,MST,T,,WS,,,,3,,,,,,,,1580,,,,9,10,475,0.00001,13,2.4,8.3,,1.2,128,,,,,0.36,0.01,0,0.11,,,0.08,0.08,,4,250,,,,,,3,3.2,,,,7,,< 1.0,< 1,40,< 1,,,< 1,< 1,< 1,,,30,< 1,,,150,13,M ,< 1,360,,0.6,30,,,39,4,,,,,,,,,,45,,34,,,,,,,,,349,,1490,0.47,,0.013,0.5,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12340500,MS,4/15/1970,15,4,1970,16:30,,,MST,T,,WS,,,,,8,,,,,,,2010,,,,7,9,450,0.00001,12.2,1.2,8.3,,1.2,120,,,,,0.2,0,0,0.14,,,0.16,0.05,,8,230,,,,,,2.6,3.4,,0.4,,< 1.0,,< 1.0,< 1,M ,< 1,,,< 1,< 1,10,,,10,< 1,,,70,3,< 1,< 1,330,,1,10,,,48,6,,,,,,,,,,57,,710,,,,,,,,,327,,1780,0.44,,0,0.6,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12340500,MS,5/13/1970,13,5,1970,20:00,,,MDT,T,,WS,,,,,10,,,,,,,7190,,,,20,19,255,0.00003,10.5,2.8,7.6,,3.9,80,,,,,0.47,0.06,0,0.04,,,0.1,0.05,,5,120,,,,,,2,1.6,,,,1,,0,0,20,0,,,0,0,20,,,60,0,,,50,2,M ,0,150,,0.6,20,,,103,6,,,,,,,,,,204,,22,14,,,,,,,,172,,3340,0.23,,0.077,0.2,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12340500,MS,6/10/1970,10,6,1970,8:40,,,MDT,T,,WS,,,,,10.5,,,,,,,15300,,,,55,22,180,0.00001,10.2,1.6,8,,1.3,69,,,,,0.26,0,0,0.09,,,0.21,0.05,,1,90,,,,,,1.5,1.6,,0.2,,4,,0,0,10,0,,,0,0,M ,,,50,0,,,10,4,0,0,100,,0.8,20,,,192,1,,,,,,,,,,433,,300,60,,,,,,,,117,,4830,0.16,,0,0.4,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
