 Agency Code, Station number,Site, Begin date,Day,Month,Year, Begin time, End date, End time, Time datum, Time datum reliability code, Agency Collecting Sample Code, Medium code, Taxonomic unit code, Body part code," Stream width, feet"," Temperature, water, degrees Celsius"," Temperature, air, degrees Celsius"," Duration of exposure, sample or test, days"," Barometric pressure, millimeters of mercury"," Agency analyzing sample, code"," Cloud cover, percent"," Wind speed, miles per hour"," Weather, World Meteorological Organization (WMO) code"," Discharge, cubic feet per second"," Discharge, instantaneous, cubic feet per second"," Gage height, feet"," Turbidity, water, unfiltered, nephelometric turbidity units"," Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius"," Hydrogen ion, water, unfiltered, calculated, milligrams per liter"," Dissolved oxygen, water, unfiltered, milligrams per liter"," Dissolved oxygen, water, unfiltered, percent of saturation"," Chemical oxygen demand, high level, water, unfiltered, milligrams per liter"," pH, water, unfiltered, field, standard units"," pH, water, unfiltered, laboratory, standard units"," Carbon dioxide, water, unfiltered, milligrams per liter"," Acid neutralizing capacity, water, unfiltered, fixed endpoint (pH 4.5) titration, field, milligrams per liter as calcium carbonate"," Acid neutralizing capacity, water, unfiltered, inflection"," Carbonate, water, unfiltered, inflection"," Bicarbonate, water, unfiltered, inflection"," Carbonate, water, filtered, inflection"," Bicarbonate, water, filtered, inflection"," Suspended solids, water, unfiltered, milligrams per liter"," Biomass, periphyton, ash weight, grams per square meter"," Biomass, periphyton, dry weight, grams per square meter", Total nitrogen [nitrate + nitrite + ammonia + organic, Total nitrogen [nitrate + nitrite + ammonia + organic," Organic nitrogen, water, unfiltered, milligrams per liter as nitrogen"," Organic nitrogen, water, filtered, milligrams per liter as nitrogen"," Ammonia (NH3 + NH4+), water, filtered, milligrams per liter as nitrogen"," Ammonia (NH3 + NH4+), water, unfiltered, milligrams per liter as nitrogen"," Nitrite, water, filtered, milligrams per liter as nitrogen"," Nitrite, water, unfiltered, milligrams per liter as nitrogen"," Nitrate, water, filtered, milligrams per liter as nitrogen"," Nitrate, water, unfiltered, milligrams per liter as nitrogen"," Ammonia plus organic nitrogen, water, filtered, milligrams per liter as nitrogen"," Ammonia plus organic nitrogen, suspended sediment, total, milligrams per liter as nitrogen"," Ammonia plus organic nitrogen, water, unfiltered, milligrams per liter as nitrogen"," Nitrate plus nitrite, water, unfiltered, milligrams per liter as nitrogen"," Nitrate plus nitrite, water, filtered, milligrams per liter as nitrogen"," Phosphate, water, unfiltered, milligrams per liter as PO4"," Orthophosphate, water, filtered, milligrams per liter as PO4"," Phosphorus, water, unfiltered, milligrams per liter as phosphorus"," Phosphorus, water, filtered, milligrams per liter as phosphorus"," Orthophosphate, water, filtered, milligrams per liter as phosphorus"," Organic carbon, water, unfiltered, milligrams per liter"," Organic carbon, water, filtered, milligrams per liter"," Organic carbon, suspended sediment, total, milligrams per liter"," Hardness, water, milligrams per liter as calcium carbonate"," Noncarbonate hardness, water, unfiltered, field, milligrams per liter as calcium carbonate"," Noncarbonate hardness, water, filtered, field, milligrams per liter as calcium carbonate"," Calcium, water, filtered, milligrams per liter"," Magnesium, water, filtered, milligrams per liter"," Sodium, water, filtered, milligrams per liter"," Sodium adsorption ratio (SAR), water, number"," Sodium fraction of cations, water, percent in equivalents of major cations"," Sodium plus potassium, water, filtered, milligrams per liter as sodium"," Potassium, water, filtered, milligrams per liter"," Chloride, water, filtered, milligrams per liter"," Sulfate, water, filtered, milligrams per liter"," Fluoride, water, filtered, milligrams per liter"," Silica, water, filtered, milligrams per liter as SiO2"," Arsenic, water, filtered, micrograms per liter"," Arsenic, suspended sediment, total, micrograms per liter"," Arsenic, water, unfiltered, micrograms per liter"," Barium, water, filtered, micrograms per liter"," Barium, suspended sediment, recoverable, micrograms per liter"," Barium, water, unfiltered, recoverable, micrograms per liter"," Beryllium, water, filtered, micrograms per liter"," Cadmium, water, filtered, micrograms per liter"," Cadmium, suspended sediment, recoverable, micrograms per liter"," Cadmium, water, unfiltered, micrograms per liter"," Chromium, water, filtered, micrograms per liter"," Chromium, suspended sediment, recoverable, micrograms per liter"," Chromium, water, unfiltered, recoverable, micrograms per liter"," Cobalt, water, filtered, micrograms per liter"," Cobalt, suspended sediment, recoverable, micrograms per liter"," Cobalt, water, unfiltered, recoverable, micrograms per liter"," Copper, water, filtered, micrograms per liter"," Copper, suspended sediment, recoverable, micrograms per liter"," Copper, water, unfiltered, recoverable, micrograms per liter"," Iron, suspended sediment, recoverable, micrograms per liter"," Iron, water, unfiltered, recoverable, micrograms per liter"," Iron, water, filtered, micrograms per liter",," Lead, water, filtered, micrograms per liter"," Lead, suspended sediment, recoverable, micrograms per liter"," Lead, water, unfiltered, recoverable, micrograms per liter"," Manganese, suspended sediment, recoverable, micrograms per liter"," Manganese, water, unfiltered, recoverable, micrograms per liter"," Manganese, water, filtered, micrograms per liter"," Molybdenum, water, filtered, micrograms per liter"," Nickel, water, filtered, micrograms per liter"," Nickel, suspended sediment, recoverable, micrograms per liter"," Nickel, water, unfiltered, recoverable, micrograms per liter"," Silver, water, filtered, micrograms per liter"," Silver, suspended sediment, recoverable, micrograms per liter"," Silver, water, unfiltered, recoverable, micrograms per liter"," Strontium, water, filtered, micrograms per liter"," Vanadium, water, filtered, micrograms per liter"," Zinc, water, filtered, micrograms per liter"," Zinc, suspended sediment, recoverable, micrograms per liter"," Zinc, water, unfiltered, recoverable, micrograms per liter"," Aluminum, water, filtered, micrograms per liter"," Lithium, water, filtered, micrograms per liter"," Selenium, water, filtered, micrograms per liter"," Selenium, suspended sediment, total, micrograms per liter"," Selenium, water, unfiltered, micrograms per liter"," Gage height, above datum, meters"," Discharge, cubic meters per second"," Discharge, instantaneous, cubic meters per second"," Fecal coliforms, M"," Escherichia coli, m"," Fecal streptococci, KF streptococcus MF method, water, colony forming units per 100 milliliters"," Alkalinity, water, filtered, fixed endpoint (pH 4.5) titration, field, milligrams per liter as calcium carbonate"," Alkalinity, water, filtered, inflection"," Biomass, periphyton, ash free dry mass, grams per square meter"," Phytoplankton, total, cells per milliliter"," Dissolved solids dried at 180 degrees Celsius, water, filtered, milligrams per liter"," Dissolved solids, water, filtered, sum of constituents, milligrams per liter"," Dissolved solids, water, short tons per day"," Dissolved solids, water, filtered, short tons per acre"," Suspended sediment, sieve diameter, percent smaller than 0.0625 millimeters"," Suspended sediment, fall diameter (deionized water), percent smaller than 0.004 millimeters"," Suspended sediment, fall diameter (deionized water), percent smaller than 0.016 millimeters"," Suspended sediment, fall diameter (deionized water), percent smaller than 0.0625 millimeters"," Suspended sediment, fall diameter (deionized water), percent smaller than 0.125 millimeters"," Suspended sediment, fall diameter (deionized water), percent smaller than 0.25 millimeters"," Suspended sediment, fall diameter (deionized water), percent smaller than 0.5 millimeters"," Orthophosphate, water, unfiltered, milligrams per liter as phosphorus"," Biomass to chlorophyll ratio, periphyton, number"," Chlorophyll a, periphyton, chromatographic"," Chlorophyll b, periphyton, chromatographic"," Ammonia (NH3 + NH4+), water, unfiltered, milligrams per liter as NH4"," Ammonia (NH3 + NH4+), water, filtered, milligrams per liter as NH4"," Nitrate, water, filtered, milligrams per liter as nitrate"," Nitrite, water, filtered, milligrams per liter as nitrite"," Phosphorus, water, unfiltered, milligrams per liter as PO4", Total nitrogen [nitrate + nitrite + ammonia + organic," Mercury, water, filtered, micrograms per liter"," Mercury, suspended sediment, recoverable, micrograms per liter"," Mercury, water, unfiltered, recoverable, micrograms per liter"," Sample purpose, code"," Suspended sediment concentration, milligrams per liter"," Suspended sediment discharge, short tons per day"," Bed sediment, sieve diameter, percent smaller than 0.0625 millimeters", Potassium," Sampling method, code"," Sampler type, code"," Specific conductance, water, unfiltered, laboratory, microsiemens per centimeter at 25 degrees Celsius"," Acid neutralizing capacity, water, unfiltered, fixed endpoint (pH 4.5) titration, laboratory, milligrams per liter as calcium carbonate"," Conversion factor, number"," Total cell count, water, cells per milliliter"," Noncarbonate hardness, water, milligrams per liter as calcium carbonate"," CHLAMYDOMONAS           (4) USGS,ACL"," PANDORINA               (4) USGS,ACL"," PEDIASTRUM              (4) USGS,ACL"," COELASTRUM              (4) USGS,ACL"," ANKISTRODESMUS          (4) USGS,ACL"," CHLORELLA               (4) USGS,ACL"," SELENASTRUM             (4) USGS,ACL"," TREUBARIA               (4) USGS,ACL"," SCENEDESMUS             (4) USGS,ACL"," TETRASTRUM              (4) USGS,ACL"," GOLENKINIA              (4) USGS,ACL"," MICRACTINIUM            (4) USGS,ACL"," COSMARIUM               (4) USGS,ACL"," EUGLENA                 (4) USGS,ACL"," TRACHELOMONAS           (4) USGS,ACL"," CRYPTOMONAS             (4) USGS,ACL"," CHRYSOCOCCUS            (4) USGS,ACL"," MALLOMONAS              (4) USGS,ACL"," COSCINODISCACEAE        (3) USGS,ACL"," CYCLOTELLA              (4) USGS,ACL"," MELOSIRA                (4) USGS,ACL"," STEPHANODISCUS          (4) USGS,ACL"," MERIDION                (4) USGS,ACL"," DIATOMA                 (4) USGS,ACL"," OPEPHORA                (4) USGS,ACL"," FRAGILARIA              (4) USGS,ACL"," SYNEDRA                 (4) USGS,ACL"," HANNAEA                 (4) USGS,ACL"," EUNOTIA                 (4) USGS,ACL"," ACHNANTHES              (4) USGS,ACL"," COCCONEIS               (4) USGS,ACL"," RHOICOSPHENIA           (4) USGS,ACL"," NAVICULA                (4) USGS,ACL"," GOMPHONEMA              (4) USGS,ACL"," CYMBELLA                (4) USGS,ACL"," EPITHEMIA               (4) USGS,ACL"," NITZSCHIA               (4) USGS,ACL"," CYMATOPLEURA            (4) USGS,ACL"," SURIRELLA               (4) USGS,ACL"," ANACYSTIS               (4) MENEGH,1837 "," AGMENELLUM              (4) BREB. ,1839"," LYNGBYA                 (4) AGARD' ,1824"," OSCILLATORIA            (4) VAUCHER,1803"," SCHIZOTHRIX             (4) KUETZ. ,1843"," ANABAENA                (4) USGS,ACL"," RAPHIDIOPSIS            (4) USGS,ACL"," Julian date, in"
USGS,12353000,BM,10/20/1978,20,10,1978,11:00,,,MDT,T,USGS-WRD,WS,,,,7.5,1,,,80020,,,2,,2650,,0.7,305,0.00001,9.8,92,,7.9,,3.2,130,,,,,,,,,0.39,,0.33,,,0.01,,,,,0.19,0.15,0.34,0.05,,,,0.03,0.02,,3.4,,,130,2,,38,8.9,21,0.8,25,,2.2,2.9,36,0.3,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,E 11,,E 7,,,,,174,199,1250,0.24,73,,,,,,,,,,,0.013,,,,,1.7,,,,,4,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12353000,BM,11/17/1978,17,11,1978,12:30,,,MST,T,USGS-WRD,BH,,,,,,,,1028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8010,,,,14.4,360,,,,200,,72,,,,,,,,,,,,,,,,,,,,,14,,,,14,,,,,58,,,,,,,,,,,,
USGS,12353000,BM,11/17/1978,17,11,1978,12:30,,,MST,T,USGS-WRD,WS,,,,1,2,,,80010,,,68,,2470,,0.4,318,0.00003,12.6,99,,7.6,,5.4,110,,,,,,,,,0.19,,0.06,,,0.01,,,,,0.12,0,0.07,0.12,,,,0.02,0.02,,,0.9,0.4,150,39,,43,10,7.7,0.3,10,,2.1,2.9,45,0.2,14,3,,3,< 100,0,< 100,,< 2,0,< 2,U ,0,U ,M ,0,U ,M ,5,M ,100,110,< 10,,M ,3,M ,20,40,20,,,,,U ,0,U ,,,< 20,0,< 20,,,< 1,0,< 1,,,70,E 11,,100,,,,360,198,191,1320,0.27,79,,,,,,,,,,,0.013,,,,,0.8,< 0.10,0,< 0.1,,4,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12353000,BM,12/21/1978,21,12,1978,12:00,,,MST,T,USGS-WRD,WS,,,,0.5,-1,,,80020,,,71,,2240,,0.4,326,0.00001,12.2,95,,7.9,,2.7,110,,,,,,,,,0.36,,0.14,,,0.01,,,,,0.14,0.01,0.15,0.21,,,,0.02,0.03,,1.4,,,150,39,,44,9.4,7.6,0.3,10,,2,2.8,43,0.2,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,E 3,,24,,,,,197,189,1190,0.27,80,,,,,,,,,,,0.013,,,,,1.6,,,,,3,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12353000,BM,1/29/1979,29,1,1979,15:00,,,MST,T,USGS-WRD,WS,,,,0.5,-18,,,80020,,,1,,1820,,0.7,356,0.00002,12.8,99,,7.7,,4.3,110,,,,,,,,,0.34,,0.2,,,0.01,,,,,0.13,0.08,0.21,0.13,,,,0.05,0.05,,,2,0.5,150,36,,42,9.9,7.7,0.3,10,,2.1,3,45,0.2,16,3,,3,< 100,0,< 100,,,,,U ,10,< 20,< 3,0,M ,M ,2,M ,90,100,< 10,,,,,10,20,M ,,,,,U ,1,< 2.00,,,< 20,10,20,,,< 1,0,< 1,,,52,,,E 1,,,,,198,192,973,0.27,57,,,,,,,,,,,0.013,,,,,1.5,< 0.10,0,< 0.1,,6,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12353000,BM,2/21/1979,21,2,1979,16:00,,,MST,T,USGS-WRD,WS,,,,1.5,0,,,80020,,,83,,2370,,3.2,327,0.00002,12.2,99,,7.7,,4.3,110,,,,,,,,,0.49,,0.14,,,0.07,,,,,0.08,0.13,0.21,0.28,,,,0.06,0.05,,1.7,,,150,35,,42,9.8,8.3,0.3,11,,2,3.3,51,0.2,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,E 2,,45,,,,,186,198,1190,0.25,83,,,,,,,,,,,0.09,,,,,2.2,,,,,12,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12353000,BM,3/20/1979,20,3,1979,15:00,,,MST,T,USGS-WRD,BH,,,,,,,,1028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8010,,,,14.4,690,,43,,330,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,29,14,160,,100,,,,,,,,,,
USGS,12353000,BM,3/20/1979,20,3,1979,15:00,,,MST,T,USGS-WRD,WS,,,,6,9.5,,,80010,,,0,,4000,,7,297,0.00005,12,108,,7.3,,9.6,98,,,,,,,,,0.45,,0.25,,,0.04,,,,,0.14,0.15,0.29,0.16,,,,0.04,0.04,,4.3,,,140,44,,42,9.1,8.1,0.3,11,,2.4,3.3,48,0.3,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,E 10,,E 18,,,,690,179,186,1930,0.24,83,,,,,,,,,,,0.052,,,,,2,,,,,21,227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12353000,BM,4/25/1979,25,4,1979,15:30,,,MST,T,USGS-WRD,WS,,,,9,9,,,80020,,,2,,5570,,4.1,229,0.00001,10.2,108,,7.9,,1.8,74,,,,,,,,,0.3,,0.24,,,0.01,,,,,0.2,0.05,0.25,0.05,,0.06,,0.02,0.01,,3.6,,,94,20,,26,7.1,5.7,0.3,11,,1.6,1.9,29,0.2,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158,E 6,,E 14,,,,,145,129,2180,0.2,73,,,,,,,,,,,0.01,,,,0.06,1.3,,,,,21,316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12353000,BM,5/22/1979,22,5,1979,15:00,,,MDT,T,USGS-WRD,BH,,,,,,,,1028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8010,,,,12.9,1500,,,,,,,,,13,52,,,,,13,,,,,,,,26,,,,90,13,,,,,,13,26,26,13,77,,,,,,1200,,,,
USGS,12353000,BM,5/22/1979,22,5,1979,15:00,,,MDT,T,USGS-WRD,WS,,,,12.5,24,27,,80010,,,0,,20800,,12,104,0.00003,10.2,106,,7.6,,1.8,36,,,,,,,1.18,1.42,0.29,,0.23,,,0.02,,,,,0.16,0.09,0.25,0.04,,0.09,,0.03,0.01,,,4.1,1.1,49,13,,14,3.5,2.7,0.2,10,3.7,1,0.9,11,0.1,8.9,1,,1,< 100,0,< 100,,< 2,1,M ,U ,20,20,U ,0,U ,M ,14,20,1300,1400,70,,M ,21,M ,70,80,< 10,,,,,U ,0,U ,,,< 20,20,30,,,1,0,1,,,589,180,,150,,,0.24,1500,73,64,4100,0.1,49,,,,,,,,46.3,5.2,1.7,0.02,,,,0.09,1.3,< 0.10,0,< 0.1,,111,6230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12353000,BM,6/12/1979,12,6,1979,10:00,,,MDT,T,USGS-WRD,BH,,,,,,,,1028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8010,,,,12.9,800,,,,,,,,,,52,,,,,,,,,,,,,,,,,,,,,,,,13,13,,,210,,,,,,520,,,,
USGS,12353000,BM,6/12/1979,12,6,1979,10:00,,,MDT,T,USGS-WRD,WS,,,,13,17,,,80010,,,0,,14200,,5.4,139,0.00005,9.4,100,,7.3,,4.8,49,,,,,,,,,0.35,,0.3,,,0.01,,,,,0.27,0.04,0.31,0.04,,0.06,,0.02,0.03,,3,,,61,12,,17,4.6,3.1,0.2,10,,0.9,0.9,11,0.2,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402,150,,81,,,,800,83,75,3180,0.11,48,,,,,,,,,,,0.01,,,,0.06,1.6,,,,,44,1690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12353000,BM,7/17/1979,17,7,1979,15:00,,,MDT,T,USGS-WRD,BH,,,,,,,,1028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8010,,,,13.9,1100,,28,,,,28,,,,,,,,,,56,,,,,83,,,,110,,,120,,,14,56,,42,28,310,42,200,,,,,,,,,,
